respondent_id,h1n1_vaccine,seasonal_vaccine
27975,0.05,0.13
27976,0.21,0.35
27977,0.04,0.28
27978,0.14,0.35
27979,0.39,0.97
27980,0.01,0.1
27981,0.02,0.52
27982,0.19,0.57
27983,0.57,1.05
27984,0.14,0.15
27985,0.08,0.7
27986,0.37,0.28
27987,0.13,0.57
27988,0.08,0.23
27989,0.07,0.32
27990,0.2,0.44
27991,0.3,0.54
27992,0.14,0.05
27993,0.01,0.16
27994,0.33,0.68
27995,0.16,0.62
27996,0.08,0.03
27997,0.23,0.43
27998,0.09,0.56
27999,0.41,0.73
28000,0.02,0.07
28001,0.15,0.14
28002,0.11,0.09
28003,0.05,0.54
28004,0.34,0.51
28005,0.49,0.59
28006,0.12,0.18
28007,0.24,0.59
28008,0.0,0.65
28009,0.1,0.51
28010,0.1,0.16
28011,0.1,0.24
28012,0.73,0.89
28013,0.43,0.63
28014,0.04,0.01
28015,0.39,0.57
28016,0.43,0.72
28017,0.07,0.29
28018,0.02,0.61
28019,0.19,0.25
28020,0.1,0.05
28021,0.37,0.59
28022,0.32,0.54
28023,0.44,0.46
28024,0.06,0.54
28025,0.54,0.68
28026,0.13,0.07
28027,0.42,0.54
28028,0.35,1.09
28029,0.46,0.62
28030,0.69,0.96
28031,0.12,0.25
28032,0.06,0.61
28033,0.33,0.01
28034,0.38,0.54
28035,0.28,0.33
28036,0.01,0.22
28037,0.07,0.74
28038,0.06,0.17
28039,0.16,0.37
28040,0.29,1.17
28041,0.15,0.73
28042,0.24,0.39
28043,0.47,0.63
28044,0.26,0.34
28045,0.24,0.47
28046,0.04,0.47
28047,0.09,0.43
28048,0.22,0.27
28049,0.1,0.6
28050,0.01,0.34
28051,0.04,0.41
28052,0.36,0.73
28053,0.16,0.24
28054,0.25,0.03
28055,0.17,0.3
28056,0.49,0.96
28057,0.08,0.72
28058,0.04,0.39
28059,0.17,0.27
28060,0.16,0.22
28061,0.11,0.34
28062,0.18,0.42
28063,0.24,0.1
28064,0.12,0.69
28065,0.04,0.25
28066,0.12,0.63
28067,0.12,0.67
28068,0.24,0.29
28069,0.02,0.7
28070,0.04,0.62
28071,0.11,0.4
28072,0.21,0.39
28073,0.16,0.34
28074,0.55,0.68
28075,0.21,0.39
28076,0.13,0.6
28077,0.22,0.36
28078,0.22,0.64
28079,0.38,1.03
28080,0.27,0.4
28081,0.25,0.85
28082,0.33,0.57
28083,0.1,0.02
28084,0.03,0.01
28085,0.78,0.6
28086,0.18,0.45
28087,0.17,0.9
28088,0.12,0.34
28089,0.0,0.25
28090,0.12,0.69
28091,0.02,0.24
28092,0.06,0.15
28093,0.0,0.54
28094,0.13,0.32
28095,0.75,0.81
28096,0.43,0.65
28097,0.08,0.1
28098,0.14,0.36
28099,0.02,0.4
28100,0.21,0.39
28101,0.32,0.89
28102,0.13,0.4
28103,0.05,0.72
28104,0.36,0.84
28105,0.04,0.2
28106,0.14,0.57
28107,0.22,0.51
28108,0.47,0.57
28109,0.23,0.35
28110,0.35,1.06
28111,0.15,0.45
28112,0.31,0.49
28113,0.12,0.63
28114,0.01,0.27
28115,0.08,0.22
28116,0.04,0.33
28117,0.01,0.19
28118,0.2,0.39
28119,0.43,0.67
28120,0.36,0.5
28121,0.33,0.6
28122,0.11,0.29
28123,0.03,0.01
28124,0.17,0.18
28125,0.26,0.63
28126,0.4,0.53
28127,0.03,0.33
28128,0.03,0.12
28129,0.37,0.82
28130,0.19,0.32
28131,0.15,0.06
28132,0.44,0.99
28133,0.23,0.88
28134,0.2,0.37
28135,0.05,0.94
28136,0.04,0.89
28137,0.11,0.06
28138,0.23,0.56
28139,0.3,0.75
28140,0.36,0.74
28141,0.0,0.02
28142,0.18,0.27
28143,0.41,0.52
28144,0.14,0.93
28145,0.34,0.5
28146,0.01,0.31
28147,0.03,0.59
28148,0.37,0.55
28149,0.02,0.23
28150,0.16,0.7
28151,0.02,0.49
28152,0.3,0.54
28153,0.15,0.3
28154,0.03,0.08
28155,0.08,0.59
28156,0.06,0.76
28157,0.17,0.19
28158,0.4,0.77
28159,0.42,0.6
28160,0.11,0.17
28161,0.15,0.5
28162,0.35,0.96
28163,0.34,0.5
28164,0.52,0.69
28165,0.19,0.3
28166,0.58,0.91
28167,0.01,0.24
28168,0.22,0.48
28169,0.05,0.09
28170,0.11,0.59
28171,0.12,0.43
28172,0.15,0.34
28173,0.13,0.08
28174,0.21,0.2
28175,0.21,0.75
28176,0.18,0.08
28177,0.18,0.23
28178,0.06,0.63
28179,0.01,0.4
28180,0.23,0.35
28181,0.0,0.21
28182,0.18,0.45
28183,0.24,0.2
28184,0.07,0.31
28185,0.23,0.42
28186,0.26,0.42
28187,0.43,0.55
28188,0.26,0.32
28189,0.16,0.22
28190,0.14,0.35
28191,0.1,0.01
28192,0.05,0.22
28193,0.01,0.8
28194,0.1,0.32
28195,0.46,0.83
28196,0.73,0.94
28197,0.1,0.09
28198,0.61,1.02
28199,0.07,0.68
28200,0.11,0.26
28201,0.15,0.42
28202,0.09,0.33
28203,0.3,0.6
28204,0.01,0.08
28205,0.74,0.5
28206,0.17,0.39
28207,0.45,0.69
28208,0.15,0.42
28209,0.23,0.46
28210,0.16,0.28
28211,0.82,0.58
28212,0.5,0.6
28213,0.54,0.68
28214,0.0,0.22
28215,0.43,0.64
28216,0.26,0.19
28217,0.12,0.2
28218,0.6,0.65
28219,0.33,0.19
28220,0.28,0.48
28221,0.2,0.24
28222,0.42,0.77
28223,0.21,0.82
28224,0.18,0.07
28225,0.21,0.41
28226,0.01,0.24
28227,0.29,1.1
28228,0.05,0.61
28229,0.51,0.75
28230,0.12,0.02
28231,0.38,0.75
28232,0.35,0.39
28233,0.16,0.43
28234,0.65,1.19
28235,0.07,0.43
28236,0.08,0.14
28237,0.13,0.05
28238,0.28,0.82
28239,0.14,0.41
28240,0.43,0.23
28241,0.05,0.12
28242,0.55,0.44
28243,0.03,0.13
28244,0.18,0.74
28245,0.24,0.65
28246,0.09,0.0
28247,0.47,0.24
28248,0.09,0.43
28249,0.12,0.51
28250,0.35,0.92
28251,0.35,0.81
28252,0.24,0.35
28253,0.33,0.95
28254,0.27,0.22
28255,0.22,0.47
28256,0.73,0.63
28257,0.1,0.0
28258,0.07,0.14
28259,0.14,0.6
28260,0.23,0.3
28261,0.41,0.5
28262,0.15,0.36
28263,0.15,0.04
28264,0.42,0.6
28265,0.16,0.43
28266,0.13,0.05
28267,0.08,0.48
28268,0.03,0.03
28269,0.13,0.26
28270,0.25,0.84
28271,0.54,0.36
28272,0.2,0.49
28273,0.11,0.5
28274,0.32,0.6
28275,0.22,0.57
28276,0.27,0.68
28277,0.07,0.17
28278,0.21,0.51
28279,0.68,0.96
28280,0.06,0.25
28281,0.13,0.09
28282,0.14,0.21
28283,0.02,0.35
28284,0.61,0.52
28285,0.28,0.46
28286,0.08,0.29
28287,0.02,0.33
28288,0.14,0.23
28289,0.05,0.15
28290,0.05,0.04
28291,0.66,0.93
28292,0.22,0.41
28293,0.06,0.29
28294,0.51,0.82
28295,0.09,0.31
28296,0.48,0.52
28297,0.11,0.08
28298,0.04,0.59
28299,0.2,0.37
28300,0.05,0.22
28301,0.01,0.19
28302,0.18,0.19
28303,0.9,1.12
28304,0.09,0.45
28305,0.2,0.43
28306,0.04,0.09
28307,0.25,0.63
28308,0.33,1.18
28309,0.14,0.1
28310,0.23,0.43
28311,0.05,0.7
28312,0.09,0.7
28313,0.1,0.36
28314,0.01,0.31
28315,0.68,0.93
28316,0.07,0.03
28317,0.19,0.25
28318,0.21,0.06
28319,0.17,0.37
28320,0.71,0.86
28321,0.29,1.17
28322,0.26,0.5
28323,0.2,0.45
28324,0.07,1.03
28325,0.08,0.79
28326,0.3,0.55
28327,0.52,0.68
28328,0.25,0.29
28329,0.23,0.64
28330,0.43,0.47
28331,0.13,0.24
28332,0.04,0.08
28333,0.1,0.32
28334,0.1,0.3
28335,0.09,0.15
28336,0.14,0.17
28337,0.23,0.22
28338,0.23,0.25
28339,0.6,0.86
28340,0.28,0.36
28341,0.46,0.98
28342,0.33,0.31
28343,0.57,0.8
28344,0.06,0.55
28345,0.07,0.38
28346,0.15,0.59
28347,0.39,0.54
28348,0.18,0.53
28349,0.03,0.19
28350,0.46,0.81
28351,0.13,0.53
28352,0.21,0.64
28353,0.61,0.64
28354,0.04,0.03
28355,0.15,0.18
28356,0.03,0.74
28357,0.18,0.28
28358,0.23,0.58
28359,0.04,0.99
28360,0.3,0.55
28361,0.11,0.28
28362,0.21,1.06
28363,0.7,0.94
28364,0.71,0.97
28365,0.1,0.06
28366,0.05,0.13
28367,0.05,0.35
28368,0.54,0.79
28369,0.01,0.03
28370,0.32,0.59
28371,0.28,0.31
28372,0.17,0.19
28373,0.07,0.21
28374,0.18,0.27
28375,0.39,0.54
28376,0.11,0.62
28377,0.14,0.05
28378,0.16,0.05
28379,0.05,0.16
28380,0.09,0.34
28381,0.64,0.98
28382,0.1,0.01
28383,0.16,0.09
28384,0.26,0.45
28385,0.51,0.86
28386,0.03,0.37
28387,0.27,0.78
28388,0.53,0.66
28389,0.12,0.2
28390,0.51,0.79
28391,0.17,0.4
28392,0.18,0.51
28393,0.02,0.96
28394,0.02,0.27
28395,0.11,0.99
28396,0.22,0.42
28397,0.28,0.39
28398,0.0,0.24
28399,0.78,0.97
28400,0.08,0.95
28401,0.08,0.06
28402,0.35,0.41
28403,0.37,0.47
28404,0.13,0.78
28405,0.08,0.09
28406,0.27,0.45
28407,0.42,0.35
28408,0.25,1.08
28409,0.13,0.05
28410,0.71,0.82
28411,0.37,0.36
28412,0.74,0.85
28413,0.25,0.23
28414,0.95,1.18
28415,0.16,0.1
28416,0.05,0.5
28417,0.19,0.34
28418,0.43,0.45
28419,0.71,0.64
28420,0.69,0.86
28421,0.16,0.58
28422,0.09,0.36
28423,0.01,0.1
28424,0.27,0.24
28425,0.11,0.23
28426,0.16,0.45
28427,0.55,0.3
28428,0.14,0.73
28429,0.3,0.09
28430,0.64,0.57
28431,0.75,0.97
28432,0.01,0.21
28433,0.2,0.41
28434,0.11,0.72
28435,0.19,0.85
28436,0.07,0.28
28437,0.13,0.4
28438,0.09,0.19
28439,0.19,0.27
28440,0.05,0.84
28441,0.7,0.93
28442,0.01,0.59
28443,0.57,0.8
28444,0.47,0.46
28445,0.25,0.29
28446,0.21,0.58
28447,0.11,0.54
28448,0.48,0.25
28449,0.2,0.57
28450,0.11,0.39
28451,0.09,0.35
28452,0.01,0.18
28453,0.1,0.3
28454,0.16,0.48
28455,0.66,0.79
28456,0.17,0.42
28457,0.27,0.34
28458,0.24,0.62
28459,0.03,0.03
28460,0.04,0.06
28461,0.25,0.39
28462,0.08,0.29
28463,0.6,0.23
28464,0.21,0.52
28465,0.59,0.39
28466,0.21,0.25
28467,0.23,0.52
28468,0.13,0.25
28469,0.47,0.28
28470,0.2,0.38
28471,0.14,0.72
28472,0.03,0.33
28473,0.09,0.03
28474,0.1,0.52
28475,0.63,0.74
28476,0.03,0.12
28477,0.06,0.04
28478,0.19,0.6
28479,0.35,0.53
28480,0.04,0.43
28481,0.01,0.41
28482,0.28,0.6
28483,0.12,0.75
28484,0.09,0.51
28485,0.29,0.04
28486,0.22,0.21
28487,0.11,0.02
28488,0.16,0.48
28489,0.5,0.58
28490,0.02,0.42
28491,0.22,0.61
28492,0.11,0.45
28493,0.2,0.01
28494,0.67,0.5
28495,0.09,0.18
28496,0.03,0.74
28497,0.05,0.32
28498,0.01,0.41
28499,0.26,0.57
28500,0.18,0.25
28501,0.11,0.47
28502,0.06,0.34
28503,0.25,0.51
28504,0.07,0.06
28505,0.01,0.11
28506,0.59,0.99
28507,0.07,0.06
28508,0.55,0.56
28509,0.09,0.52
28510,0.61,0.76
28511,0.15,0.65
28512,0.06,0.35
28513,0.38,0.5
28514,0.24,0.41
28515,0.05,0.18
28516,0.32,0.51
28517,0.08,0.17
28518,0.24,0.57
28519,0.03,0.37
28520,0.16,0.23
28521,0.34,0.73
28522,0.25,0.53
28523,0.16,0.23
28524,0.31,0.31
28525,0.25,0.33
28526,0.23,0.33
28527,0.02,0.44
28528,0.13,0.22
28529,0.02,0.13
28530,0.18,0.82
28531,0.22,0.33
28532,0.12,0.14
28533,0.17,0.37
28534,0.13,0.15
28535,0.05,0.2
28536,0.03,0.41
28537,0.09,0.35
28538,0.68,0.86
28539,0.22,0.07
28540,0.19,0.97
28541,0.36,0.54
28542,0.11,0.11
28543,0.07,0.29
28544,0.51,0.62
28545,0.14,0.65
28546,0.33,0.39
28547,0.11,0.58
28548,0.02,0.24
28549,0.0,0.33
28550,0.07,0.65
28551,0.42,0.82
28552,0.46,0.58
28553,0.22,0.52
28554,0.24,0.49
28555,0.09,0.41
28556,0.06,0.16
28557,0.39,0.86
28558,0.09,0.52
28559,0.03,0.04
28560,0.18,0.47
28561,0.52,1.0
28562,0.07,0.32
28563,0.02,0.17
28564,0.04,0.19
28565,0.33,0.6
28566,0.1,0.36
28567,0.16,0.43
28568,0.11,0.37
28569,0.36,0.59
28570,0.09,0.14
28571,0.08,0.23
28572,0.07,0.13
28573,0.58,1.0
28574,0.25,0.41
28575,0.38,0.87
28576,0.22,0.28
28577,0.18,1.08
28578,0.1,0.15
28579,0.29,0.66
28580,0.29,0.44
28581,0.1,0.36
28582,0.42,0.56
28583,0.08,0.54
28584,0.28,0.63
28585,0.21,0.53
28586,0.16,0.37
28587,0.31,0.65
28588,0.2,0.34
28589,0.74,1.14
28590,0.12,0.3
28591,0.7,1.05
28592,0.74,0.98
28593,0.33,0.94
28594,0.06,0.16
28595,0.21,0.69
28596,0.04,0.36
28597,0.03,0.57
28598,0.21,0.29
28599,0.2,0.46
28600,0.13,0.33
28601,0.33,0.67
28602,0.25,0.38
28603,0.28,0.34
28604,0.31,0.4
28605,0.08,0.22
28606,0.24,0.4
28607,0.08,0.03
28608,0.2,0.33
28609,0.31,0.59
28610,0.45,0.3
28611,0.37,0.39
28612,0.21,0.17
28613,0.02,0.28
28614,0.0,0.29
28615,0.12,0.11
28616,0.11,0.41
28617,0.16,0.26
28618,0.13,0.02
28619,0.35,0.55
28620,0.2,0.28
28621,0.05,0.82
28622,0.76,0.85
28623,0.25,0.49
28624,0.1,0.6
28625,0.22,0.32
28626,0.05,0.52
28627,0.25,0.6
28628,0.23,0.46
28629,0.04,0.13
28630,0.54,0.83
28631,0.22,0.5
28632,0.19,0.39
28633,0.42,0.46
28634,0.54,0.32
28635,0.32,0.88
28636,0.01,0.38
28637,0.42,0.61
28638,0.28,0.47
28639,0.08,0.78
28640,0.15,0.53
28641,0.01,0.43
28642,0.16,0.38
28643,0.08,0.5
28644,0.31,0.41
28645,0.03,0.48
28646,0.43,0.4
28647,0.13,0.44
28648,0.09,0.34
28649,0.49,0.35
28650,0.51,0.49
28651,0.56,0.62
28652,0.07,0.13
28653,0.05,0.5
28654,0.17,0.75
28655,0.29,0.5
28656,0.53,0.88
28657,0.05,0.06
28658,0.74,1.02
28659,0.03,0.03
28660,0.69,0.24
28661,0.46,0.3
28662,0.03,0.24
28663,0.08,0.3
28664,0.22,0.69
28665,0.29,0.38
28666,0.03,0.07
28667,0.29,0.41
28668,0.38,0.45
28669,0.47,0.79
28670,0.11,0.23
28671,0.11,0.36
28672,0.02,0.54
28673,0.26,0.45
28674,0.02,0.29
28675,0.53,1.04
28676,0.13,0.77
28677,0.1,1.05
28678,0.16,0.32
28679,0.28,0.55
28680,0.14,0.45
28681,0.29,0.94
28682,0.62,0.84
28683,0.14,0.43
28684,0.05,0.16
28685,0.03,0.07
28686,0.26,0.79
28687,0.02,0.22
28688,0.21,0.62
28689,0.48,0.83
28690,0.23,0.52
28691,0.31,0.59
28692,0.18,1.02
28693,0.14,0.67
28694,0.21,0.44
28695,0.05,0.27
28696,0.06,0.37
28697,0.04,0.28
28698,0.8,0.98
28699,0.16,0.27
28700,0.05,0.69
28701,0.1,0.2
28702,0.04,0.21
28703,0.16,0.55
28704,0.27,0.61
28705,0.32,0.67
28706,0.02,0.14
28707,0.15,0.09
28708,0.25,0.31
28709,0.11,0.09
28710,0.72,0.95
28711,0.59,1.01
28712,0.11,0.42
28713,0.25,0.32
28714,0.35,0.49
28715,0.52,0.72
28716,0.1,0.22
28717,0.04,0.52
28718,0.13,0.33
28719,0.0,0.06
28720,0.2,0.19
28721,0.01,0.24
28722,0.07,0.4
28723,0.17,0.6
28724,0.01,0.49
28725,0.32,0.76
28726,0.3,0.48
28727,0.21,0.22
28728,0.33,0.14
28729,0.32,0.76
28730,0.47,0.68
28731,0.28,0.57
28732,0.16,0.31
28733,0.11,0.29
28734,0.01,0.28
28735,0.08,0.32
28736,0.16,0.32
28737,0.3,0.65
28738,0.11,0.79
28739,0.4,0.74
28740,0.29,0.67
28741,0.17,0.36
28742,0.16,0.09
28743,0.05,0.24
28744,0.12,0.84
28745,0.21,0.89
28746,0.38,0.39
28747,0.12,0.68
28748,0.74,0.93
28749,0.17,0.47
28750,0.24,0.47
28751,0.33,0.68
28752,0.4,0.38
28753,0.5,0.18
28754,0.55,0.5
28755,0.18,0.42
28756,0.05,0.29
28757,0.28,0.4
28758,0.01,0.12
28759,0.0,0.37
28760,0.09,0.14
28761,0.25,0.43
28762,0.33,0.58
28763,0.19,0.45
28764,0.36,0.51
28765,0.16,0.55
28766,0.16,0.7
28767,0.24,0.49
28768,0.14,0.22
28769,0.33,0.5
28770,0.41,0.59
28771,0.29,0.66
28772,0.05,0.2
28773,0.18,0.31
28774,0.76,0.9
28775,0.04,0.32
28776,0.2,0.4
28777,0.01,0.43
28778,0.32,0.42
28779,0.41,0.86
28780,0.19,0.18
28781,0.31,0.68
28782,0.23,0.92
28783,0.15,0.4
28784,0.29,0.48
28785,0.01,0.29
28786,0.19,0.39
28787,0.05,0.15
28788,0.13,0.15
28789,0.5,0.37
28790,0.37,0.54
28791,0.67,0.93
28792,0.49,0.68
28793,0.53,0.86
28794,0.13,0.04
28795,0.26,0.33
28796,0.12,0.02
28797,0.53,0.71
28798,0.13,0.75
28799,0.07,0.12
28800,0.19,0.28
28801,0.11,0.22
28802,0.16,0.04
28803,0.06,0.59
28804,0.14,0.8
28805,0.02,0.22
28806,0.57,0.57
28807,0.18,0.27
28808,0.01,0.19
28809,0.01,1.07
28810,0.11,0.15
28811,0.2,0.29
28812,0.21,0.29
28813,0.24,0.56
28814,0.3,0.41
28815,0.09,0.23
28816,0.05,0.25
28817,0.1,0.24
28818,0.03,0.1
28819,0.21,0.68
28820,0.17,0.3
28821,0.07,0.27
28822,0.0,0.21
28823,0.33,0.7
28824,0.75,1.08
28825,0.18,0.28
28826,0.12,0.26
28827,0.58,0.82
28828,0.02,0.13
28829,0.22,0.28
28830,0.06,0.54
28831,0.2,0.27
28832,0.25,0.46
28833,0.21,0.34
28834,0.23,0.71
28835,0.37,0.59
28836,0.15,0.73
28837,0.54,0.71
28838,0.22,0.68
28839,0.47,0.74
28840,0.02,0.31
28841,0.04,0.39
28842,0.33,0.22
28843,0.21,0.68
28844,0.04,0.31
28845,0.17,0.3
28846,0.47,0.76
28847,0.05,0.34
28848,0.26,0.45
28849,0.24,0.38
28850,0.01,0.21
28851,0.07,0.08
28852,0.32,0.66
28853,0.16,0.23
28854,0.27,1.09
28855,0.11,0.26
28856,0.28,0.39
28857,0.02,0.42
28858,0.13,0.6
28859,0.01,0.18
28860,0.31,0.54
28861,0.6,0.6
28862,0.29,0.65
28863,0.3,1.02
28864,0.61,0.49
28865,0.09,0.84
28866,0.36,0.53
28867,0.11,0.33
28868,0.04,0.03
28869,0.27,0.47
28870,0.1,0.16
28871,0.11,0.13
28872,0.12,0.55
28873,0.13,0.09
28874,0.22,0.9
28875,0.28,0.62
28876,0.29,0.76
28877,0.12,0.17
28878,0.05,0.16
28879,0.24,0.66
28880,0.46,0.58
28881,0.11,0.2
28882,0.52,0.89
28883,0.6,0.66
28884,0.24,0.13
28885,0.21,0.19
28886,0.24,0.35
28887,0.12,0.09
28888,0.02,0.31
28889,0.05,0.2
28890,0.21,0.56
28891,0.18,0.23
28892,0.01,0.19
28893,0.13,0.51
28894,0.06,0.13
28895,0.03,0.24
28896,0.31,0.26
28897,0.47,0.94
28898,0.1,0.17
28899,0.08,0.46
28900,0.32,0.5
28901,0.1,0.82
28902,0.32,0.42
28903,0.22,0.18
28904,0.24,0.65
28905,0.2,0.85
28906,0.06,0.83
28907,0.12,0.06
28908,0.63,0.81
28909,0.65,0.77
28910,0.22,0.53
28911,0.14,0.29
28912,0.11,0.83
28913,0.15,0.38
28914,0.12,0.8
28915,0.23,0.16
28916,0.0,0.76
28917,0.24,0.61
28918,0.51,0.86
28919,0.28,0.53
28920,0.48,0.68
28921,0.19,0.66
28922,0.18,0.39
28923,0.57,0.81
28924,0.01,1.16
28925,0.4,0.56
28926,0.37,0.37
28927,0.03,0.15
28928,0.55,0.88
28929,0.12,0.24
28930,0.19,0.11
28931,0.25,0.57
28932,0.7,0.11
28933,0.12,0.28
28934,0.18,0.35
28935,0.41,0.3
28936,0.0,0.28
28937,0.29,0.53
28938,0.12,0.37
28939,0.14,0.33
28940,0.56,0.64
28941,0.27,0.94
28942,0.14,0.11
28943,0.12,0.54
28944,0.27,0.55
28945,0.15,0.34
28946,0.22,0.13
28947,0.22,0.27
28948,0.03,0.71
28949,0.04,0.43
28950,0.18,0.97
28951,0.14,0.27
28952,0.0,0.66
28953,0.1,0.59
28954,0.17,0.28
28955,0.11,0.77
28956,0.11,0.34
28957,0.14,0.29
28958,0.24,0.4
28959,0.3,0.55
28960,0.3,0.68
28961,0.33,0.35
28962,0.36,0.3
28963,0.19,0.51
28964,0.04,0.47
28965,0.6,0.22
28966,0.15,0.09
28967,0.35,0.75
28968,0.18,0.51
28969,0.25,0.49
28970,0.2,0.22
28971,0.12,0.58
28972,0.21,0.63
28973,0.01,0.31
28974,0.17,0.25
28975,0.07,0.2
28976,0.06,0.57
28977,0.09,0.18
28978,0.01,0.55
28979,0.25,0.97
28980,0.17,0.31
28981,0.47,0.76
28982,0.01,0.15
28983,0.19,0.0
28984,0.4,0.65
28985,0.22,0.37
28986,0.38,0.35
28987,0.17,0.26
28988,0.54,0.65
28989,0.36,1.07
28990,0.09,0.33
28991,0.49,0.73
28992,0.17,0.25
28993,0.1,0.31
28994,0.36,0.35
28995,0.29,0.72
28996,0.43,0.54
28997,0.24,0.3
28998,0.42,0.73
28999,0.05,0.23
29000,0.67,0.9
29001,0.11,0.33
29002,0.25,0.3
29003,0.55,0.9
29004,0.49,0.56
29005,0.14,0.83
29006,0.02,0.24
29007,0.17,0.92
29008,0.27,0.34
29009,0.11,0.52
29010,0.06,0.38
29011,0.1,0.29
29012,0.35,0.41
29013,0.01,0.38
29014,0.42,0.56
29015,0.19,0.28
29016,0.03,0.45
29017,0.21,0.92
29018,0.01,0.15
29019,0.0,0.5
29020,0.19,0.47
29021,0.62,0.69
29022,0.47,0.51
29023,0.63,0.68
29024,0.49,0.69
29025,0.07,0.21
29026,0.5,0.6
29027,0.77,0.97
29028,0.17,0.34
29029,0.05,0.32
29030,0.01,0.33
29031,0.11,0.17
29032,0.5,0.85
29033,0.13,0.12
29034,0.62,0.62
29035,0.05,0.23
29036,0.15,0.56
29037,0.14,0.63
29038,0.05,0.05
29039,0.27,0.47
29040,0.01,0.03
29041,0.19,0.4
29042,0.26,0.06
29043,0.05,0.23
29044,0.76,0.9
29045,0.29,0.32
29046,0.03,0.35
29047,0.26,0.33
29048,0.55,0.73
29049,0.66,0.85
29050,0.03,0.61
29051,0.7,0.74
29052,0.0,0.17
29053,0.05,0.09
29054,0.21,0.36
29055,0.12,0.91
29056,0.01,0.48
29057,0.23,0.99
29058,0.07,0.0
29059,0.18,0.54
29060,0.28,0.55
29061,0.02,0.34
29062,0.12,0.34
29063,0.73,0.89
29064,0.78,1.0
29065,0.16,0.44
29066,0.36,0.74
29067,0.56,0.91
29068,0.01,0.22
29069,0.03,0.88
29070,0.04,0.54
29071,0.43,0.62
29072,0.03,0.42
29073,0.05,0.23
29074,0.69,1.06
29075,0.01,0.32
29076,0.54,0.67
29077,0.05,0.92
29078,0.14,0.29
29079,0.45,0.52
29080,0.03,0.47
29081,0.07,0.48
29082,0.13,0.17
29083,0.02,0.25
29084,0.47,0.62
29085,0.22,0.66
29086,0.73,0.74
29087,0.38,0.2
29088,0.2,0.39
29089,0.18,0.2
29090,0.04,0.48
29091,0.37,1.08
29092,0.36,0.44
29093,0.52,0.63
29094,0.01,0.02
29095,0.17,0.67
29096,0.33,0.47
29097,0.13,0.27
29098,0.53,0.89
29099,0.6,0.68
29100,0.61,0.61
29101,0.19,0.4
29102,0.27,0.64
29103,0.6,0.65
29104,0.11,0.46
29105,0.39,0.66
29106,0.26,0.7
29107,0.17,0.33
29108,0.48,0.72
29109,0.18,0.6
29110,0.16,0.36
29111,0.62,0.93
29112,0.59,0.79
29113,0.12,0.2
29114,0.11,0.01
29115,0.19,0.41
29116,0.25,0.52
29117,0.3,0.35
29118,0.36,0.76
29119,0.78,1.05
29120,0.16,0.36
29121,0.08,0.03
29122,0.25,0.95
29123,0.04,0.19
29124,0.12,0.07
29125,0.12,0.46
29126,0.65,0.27
29127,0.44,0.65
29128,0.26,0.66
29129,0.07,0.16
29130,0.21,0.69
29131,0.09,0.11
29132,0.55,0.42
29133,0.14,0.37
29134,0.1,0.17
29135,0.15,0.67
29136,0.2,0.32
29137,0.09,0.21
29138,0.01,0.18
29139,0.07,0.13
29140,0.23,0.28
29141,0.53,0.18
29142,0.35,0.48
29143,0.09,0.33
29144,0.69,0.94
29145,0.64,0.7
29146,0.25,0.45
29147,0.09,0.57
29148,0.3,1.06
29149,0.13,0.58
29150,0.01,0.33
29151,0.23,0.47
29152,0.36,0.56
29153,0.19,0.29
29154,0.19,0.43
29155,0.09,0.56
29156,0.24,0.46
29157,0.02,0.15
29158,0.08,0.79
29159,0.35,0.62
29160,0.03,0.03
29161,0.79,0.8
29162,0.2,0.38
29163,0.07,0.09
29164,0.04,0.22
29165,0.71,1.03
29166,0.14,0.0
29167,0.16,0.03
29168,0.21,0.34
29169,0.51,0.7
29170,0.13,0.61
29171,0.35,0.62
29172,0.05,0.32
29173,0.0,0.25
29174,0.59,0.12
29175,0.38,0.54
29176,0.29,0.56
29177,0.47,0.54
29178,0.34,0.46
29179,0.13,0.5
29180,0.19,0.82
29181,0.05,0.3
29182,0.06,0.07
29183,0.19,0.28
29184,0.06,0.03
29185,0.67,0.56
29186,0.27,0.72
29187,0.07,0.08
29188,0.01,0.23
29189,0.02,0.26
29190,0.16,0.28
29191,0.25,0.21
29192,0.08,0.14
29193,0.2,0.4
29194,0.0,0.06
29195,0.37,0.74
29196,0.22,0.22
29197,0.05,0.19
29198,0.43,0.55
29199,0.03,0.31
29200,0.71,0.54
29201,0.06,0.15
29202,0.42,0.4
29203,0.01,0.54
29204,0.02,0.71
29205,0.08,0.87
29206,0.17,0.23
29207,0.31,0.42
29208,0.29,0.97
29209,0.22,0.21
29210,0.17,0.02
29211,0.29,0.52
29212,0.09,0.16
29213,0.0,0.28
29214,0.18,0.54
29215,0.11,0.19
29216,0.53,0.63
29217,0.27,0.34
29218,0.45,0.62
29219,0.04,0.04
29220,0.04,0.64
29221,0.36,0.9
29222,0.08,0.1
29223,0.07,0.27
29224,0.61,0.51
29225,0.06,0.81
29226,0.21,0.36
29227,0.07,0.22
29228,0.47,0.67
29229,0.29,0.36
29230,0.47,0.49
29231,0.02,0.28
29232,0.15,0.33
29233,0.04,0.26
29234,0.14,0.08
29235,0.45,0.74
29236,0.49,0.73
29237,0.05,0.6
29238,0.65,0.9
29239,0.03,0.14
29240,0.1,0.4
29241,0.07,0.18
29242,0.03,0.75
29243,0.24,0.56
29244,0.87,1.06
